ACOUSTICS,,
"ENGINEERING, OCEAN",,
World Rank,Institution,Score
1,Dalian University of Technology,100
2,Shanghai Jiao Tong University,97.95
3,University of Lisbon,96.59
4,University of Oklahoma,95.87
5,Delft University of Technology,94.93
6,Norwegian University of Science and Technology,94.73
7,Colorado State University,93.12
8,University of Colorado Boulder,88.94
9,University of Strathclyde,88.68
10,University of Southampton,88.15
10,University of Western Australia,88.15
,,
,,
,,
"ENGINEERING, PETROLEUM",,
World Rank,Institution,Score
1,China University of Petroleum (Beijing),100
2,University of Texas at Austin,92.96
3,China University of Petroleum (East China),92.7
4,University of Tehran,89.07
5,University of Alberta,86.48
6,University of Calgary,85.78
7,Petroleum University of Technology,80.99
8,Southwest Petroleum University,80.08
9,Texas A&M University,79.61
10,China University of Geosciences (Beijing),78.12
,,
,,
,,
ENTOMOLOGY,,
World Rank,Institution,Score
1,University of Florida,100
2,"University of California, Riverside",95.23
3,Cornell University,91.95
4,Kansas State University,91.29
5,North Carolina State University,90.88
6,Michigan State University,90.74
7,"University of California, Davis",89.88
8,University of Georgia,88.98
9,Nanjing Agricultural University,86.74
9,University of São Paulo,86.74
,,
,,
,,
ENVIRONMENTAL SCIENCES,,
World Rank,Institution,Score
1,"University of California, Berkeley",100
2,Swiss Federal Institute of Technology in Zurich,97.42
3,Tsinghua University,96.18
4,Peking University,94.68
5,"University of California, Davis",93.74
6,University of Queensland,93.37
7,Stanford University,92.66
8,Harvard University,92.42
9,Wageningen University and Research Centre,92.11
10,University of Chinese Academy of Sciences,92
,,
,,
,,
ENVIRONMENTAL STUDIES,,
World Rank,Institution,Score
1,Wageningen University and Research Centre,100
2,"University of California, Berkeley",99.85
3,University of Oxford,98.01
4,VU University Amsterdam,96.41
5,University of Leeds,96.05
6,University of Cambridge,95.22
7,Swiss Federal Institute of Technology in Zurich,93.85
8,Autonomous University of Barcelona,93.44
8,University of Queensland,93.44
10,University of Manchester,93.33
,,
,,
,,
ERGONOMICS,,
World Rank,Institution,Score
1,Monash University,100
2,Queensland University of Technology,98.14
3,University of New South Wales,92.21
4,University of Central Florida,90.74
5,University of Michigan,88.49
6,University of Toronto,82.23
7,Virginia Polytechnic Institute and State University,81.3
8,University of Sydney,80.82
9,University of Queensland,80.33
10,University of Alabama at Birmingham,77.69
,,
,,
,,
ETHICS,,
World Rank,Institution,Score
1,University of Oxford,100
2,Erasmus University Rotterdam,95.92
3,York University,92.03
4,University of Manchester,90.56
5,Monash University,88.65
6,University of Pennsylvania,88.31
7,Harvard University,87.97
8,University of Melbourne,85.8
9,King's College London,82.07
10,University of Navarra,81.61
,,
,,
,,
ETHNIC STUDIES,,
World Rank,Institution,Score
1,University of Oxford,100
2,"University of California, Los Angeles",96.28
3,University of Amsterdam,94.42
4,University of Sussex,90.21
5,Harvard University,87.8
6,University of Toronto,85.81
7,Arizona State University,85.11
7,University of Manchester,85.11
7,University of Michigan,85.11
7,Utrecht University,85.11
,,
,,
,,
EVOLUTIONARY BIOLOGY,,
World Rank,Institution,Score
1,University of Oxford,100
2,University of Cambridge,98.18
3,Harvard University,96.74
4,"University of California, Berkeley",95.37
5,Cornell University,94.85
6,University of Montpellier,94.58
7,Uppsala University,93.02
8,University of British Columbia,92.79
9,University of Edinburgh,92.49
10,"University of California, Davis",92.41
,,
,,
,,
FAMILY STUDIES,,
World Rank,Institution,Score
1,Pennsylvania State University,100
2,University of Michigan,94.45
3,"University of California, Los Angeles",91.4
4,University of North Carolina at Chapel Hill,90.26
5,Columbia University,89.76
5,University of Washington,89.76
7,University of Texas at Austin,87.19
7,University of Toronto,87.19
9,Arizona State University,86.38
10,Harvard University,86.18
,,
,,
,,
FISHERIES,,
World Rank,Institution,Score
1,Ocean University of China,100
2,University of Bergen,94.63
3,Wageningen University and Research Centre,94.08
4,University of Washington,93.75
5,Technical University of Denmark,93
6,University of Chinese Academy of Sciences,92.92
7,University of Tasmania,90.04
8,Norwegian University of Life Sciences,89.63
9,University of British Columbia,89
10,Sun Yat-sen University,86.59
,,
,,
,,
FOOD SCIENCE & TECHNOLOGY,,
World Rank,Institution,Score
1,Wageningen University and Research Centre,100
2,China Agricultural University,97.45
3,Jiangnan University,96.59
4,University of Guelph,94.11
5,Ghent University,93.88
6,University of São Paulo,93.03
7,Cornell University,93
8,University of Wisconsin–Madison,92.89
9,Zhejiang University,92.48
10,University of Porto,91.92
,,
,,
,,
FORESTRY,,
World Rank,Institution,Score
1,Swedish University of Agricultural Sciences,100
2,Oregon State University,99.43
3,University of British Columbia,95.44
4,University of Helsinki,94.16
5,University of Alberta,93.28
6,University of Québec at Montreal,87.21
7,Laval University,87.11
8,University of Melbourne,86.7
9,Wageningen University and Research Centre,86.6
10,"University of California, Berkeley",86.08
,,
,,
,,
GASTROENTEROLOGY & HEPATOLOGY,,
World Rank,Institution,Score
1,Harvard University,100
2,University of Barcelona,90.04
3,University of Toronto,87.45
4,University of North Carolina at Chapel Hill,87.03
5,University of Michigan,86.65
6,Johns Hopkins University,86.38
7,Katholieke Universiteit Leuven,85.76
8,University of Pittsburgh,84.99
9,University of Pennsylvania,84.62
10,University of Amsterdam,84.45
,,
,,
,,
GENETICS & HEREDITY,,
World Rank,Institution,Score
1,Harvard University,100
2,Massachusetts Institute of Technology,89.44
3,University of Oxford,88.86
4,University of Cambridge,88.13
5,University of Washington,87.68
6,University of Toronto,86.7
7,University of Pennsylvania,86.38
8,Stanford University,86.23
9,University College London,86.01
10,University of Michigan,84.36
,,
,,
,,
GEOCHEMISTRY & GEOPHYSICS,,
World Rank,Institution,Score
1,Swiss Federal Institute of Technology in Zurich,100
2,California Institute of Technology,96.19
3,University of Tokyo,91.96
4,Grenoble Alpes University,91.22
5,"University of California, Berkeley",90.96
6,University of Cambridge,90.4
7,Columbia University,89.43
8,Australian National University,88.92
9,Pierre-and-Marie-Curie University,88.88
10,University of Bristol,88.58
,,
,,
,,
GEOGRAPHY,,
World Rank,Institution,Score
1,University of Oxford,100
2,University of Manchester,97.04
3,Durham University,95.57
3,University of British Columbia,95.57
5,University College London,92.75
6,University of Sheffield,92.27
6,University of Toronto,92.27
8,Wageningen University and Research Centre,91.08
9,University of East Anglia,90.73
9,University of Leeds,90.73
,,
,,
,,
"GEOGRAPHY, PHYSICAL",,
World Rank,Institution,Score
1,Utrecht University,100
2,University of Oxford,99.18
3,Durham University,98.32
4,University of Bern,97.16
5,University of Copenhagen,96.72
6,Stockholm University,96.1
7,Grenoble Alpes University,95.36
7,Swiss Federal Institute of Technology in Zurich,95.36
9,University of Cambridge,93.78
10,University of Bremen,93.68
,,
,,
,,
GEOLOGY,,
World Rank,Institution,Score
1,China University of Geosciences (Beijing),100
2,Swiss Federal Institute of Technology in Zurich,98.54
3,University of Texas at Austin,98.37
4,University of Western Australia,96.79
5,University of Alberta,94.05
6,University of Leeds,93.19
7,Durham University,92.97
8,University of Cambridge,92.53
9,China University of Geosciences (Wuhan),91.6
9,Stanford University,91.6
9,University of Melbourne,91.6
,,
,,
,,
"GEOSCIENCES",,
World Rank,Institution,Score
1,University of Colorado Boulder,100
2,California Institute of Technology,97.2
3,"University of California, Los Angeles",96.21
4,"University of California, Berkeley",95.94
5,University of Washington,91.77
6,Columbia University,91.74
7,Swiss Federal Institute of Technology in Zurich,91.38
8,Pierre-and-Marie-Curie University,91.36
9,University of Tokyo,90.55
10,Johns Hopkins University,89.91
,,
,,
,,
GERIATRICS & GERONTOLOGY,,
World Rank,Institution,Score
1,Harvard University,100
2,University of Pittsburgh,99.72
3,"University of California, San Francisco",96
4,Johns Hopkins University,95.45
5,University of Washington,91.89
6,Wake Forest University,90.31
7,"University of California, Los Angeles",90.25
8,University College London,89.26
9,University of Michigan,89.19
10,Duke University,88.64
,,
,,
,,
GERONTOLOGY,,
World Rank,Institution,Score
1,University of Pittsburgh,100
2,Harvard University,96.6
3,Johns Hopkins University,94.72
4,"University of California, San Francisco",94.21
5,University of Michigan,93.25
6,Duke University,89.34
7,"University of California, Los Angeles",89.08
8,University of Washington,88.43
9,Wake Forest University,87.88
10,Yale University,86.51
,,
,,
,,
Green & Sustainable Science & Technology,,
World Rank,Institution,Score
1,University of Chinese Academy of Sciences,100
2,RWTH Aachen University,93.7
3,Katholieke Universiteit Leuven,91.71
4,Nankai University,89.18
5,University of Science and Technology of China,88.84
6,Queen's University Belfast,88.5
7,Dalian University of Technology,86.7
8,University of Wisconsin–Madison,86.32
9,Georgia Institute of Technology,85.93
9,Monash University,85.93
9,Zhejiang University,85.93
,,
,,
,,
HEALTH CARE SCIENCES & SERVICES,,
World Rank,Institution,Score
1,Harvard University,100
2,University of Toronto,86.85
3,"University of California, San Francisco",86.68
4,Johns Hopkins University,85.16
5,University of Michigan,84.87
6,"University of California, Los Angeles",84.01
7,University of Pennsylvania,83.43
8,University of Washington,82.7
9,Yale University,79.96
10,Stanford University,79.4
,,
,,
,,
HEALTH POLICY & SERVICES,,
World Rank,Institution,Score
1,Harvard University,100
2,University of Michigan,86.46
3,"University of California, Los Angeles",85.86
4,Johns Hopkins University,85.73
5,University of Pennsylvania,84.5
6,University of Washington,84.33
7,University of Toronto,83.22
8,Yale University,82.61
9,Columbia University,82.06
10,"University of California, San Francisco",81.89
,,
,,
,,
HEMATOLOGY,,
World Rank,Institution,Score
1,Harvard University,100
2,University of Texas MD Anderson Cancer Center,87.54
3,University of Pennsylvania,86.97
4,University College London,85.64
5,University of Toronto,84.43
6,Erasmus University Rotterdam,83.89
7,University of Washington,83.69
8,Leiden University,82.98
9,Karolinska Institute,82.96
10,Stanford University,82.45
,,
,,
,,
HISTORY,,
World Rank,Institution,Score
1,University of Cambridge,100
2,University of Oxford,97.75
3,London School of Economics,85.82
4,Harvard University,85.47
5,University of Warwick,79.32
6,Yale University,76.25
7,University of Michigan,75.69
8,"University of California, Los Angeles",74.52
9,Columbia University,73.92
10,University of Chicago,71.29
,,
,,
,,
HISTORY & PHILOSOPHY OF SCIENCE,,
World Rank,Institution,Score
1,University of Pittsburgh,100
2,University of Oxford,97.71
3,London School of Economics,97.09
4,University of Wisconsin–Madison,94.12
5,University of Toronto,89.42
6,Cornell University,88.53
7,Australian National University,88.07
8,University of Amsterdam,86.15
9,University of Cambridge,85.64
10,Michigan State University,85.12
10,University of Edinburgh,85.12
10,University of Pennsylvania,85.12
,,
,,
,,
HISTORY OF SOCIAL SCIENCES,,
World Rank,Institution,Score
1,University of Oxford,100
2,London School of Economics,98.53
3,University of Cambridge,96.62
4,University of Warwick,89.27
4,Utrecht University,89.27
6,Harvard University,84.18
7,Carlos III University of Madrid,83.6
8,University of Nottingham,83.01
9,University of Reading,81.78
10,University of Glasgow,81.13
,,
,,
,,
HORTICULTURE,,
World Rank,Institution,Score
1,Huazhong Agricultural University,100
2,"University of California, Davis",99.79
3,China Agricultural University,98.83
4,Nanjing Agricultural University,98.28
5,Wageningen University and Research Centre,96.63
6,Zhejiang University,92.55
7,University of Hohenheim,91.13
8,Northwest A&F University,90.8
9,University of Florida,90.63
10,Cornell University,88.69
,,
,,
,,
"HOSPITALITY, LEISURE, SPORT & TOURISM",,
World Rank,Institution,Score
1,Hong Kong Polytechnic University,100
2,University of Queensland,93.49
3,Griffith University,91.84
4,University of Birmingham,88.47
5,University of Surrey,87.42
6,Texas A&M University,86.31
7,Arizona State University,83.88
8,Purdue University,82.54
9,Loughborough University,81.97
10,Pennsylvania State University,79.86
10,University of Florida,79.86
,,
,,
,,
IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY,,
World Rank,Institution,Score
1,California Institute of Technology,100
2,"University of Maryland, College Park",99.31
3,Paul Sabatier University - Toulouse III,93.41
4,Wuhan University,90.8
5,Beijing Normal University,87.99
6,Harvard University,86.33
7,University of British Columbia,85.51
8,University of Valencia,84.05
9,Xidian University,83.74
10,University of Michigan,83.11
,,
,,
,,
IMMUNOLOGY,,
World Rank,Institution,Score
1,Harvard University,100
2,Johns Hopkins University,92.33
3,"University of California, San Francisco",89.03
4,University of Washington,87.38
5,Imperial College London,86.09
6,University of Oxford,86.07
7,University of Pennsylvania,85.42
8,Emory University,84.39
9,Yale University,84.06
10,University College London,83.75
,,
,,
,,
INDUSTRIAL RELATIONS & LABOR,,
World Rank,Institution,Score
1,Cornell University,100
2,London School of Economics,94.01
3,Cardiff University,91.3
4,University of Warwick,90.82
5,"University of California, Berkeley",85.34
5,University of Manchester,85.34
7,Harvard University,84.07
8,Columbia University,83.41
8,University of Toronto,83.41
10,University of Minnesota,82.73
,,
,,
,,
INFECTIOUS DISEASES,,
World Rank,Institution,Score
1,Harvard University,100
2,Johns Hopkins University,98.92
3,"University of California, San Francisco",93.62
4,University of Washington,91.98
5,University College London,89.43
6,Imperial College London,88.76
7,London School of Hygiene & Tropical Medicine,88.23
8,"University of California, Los Angeles",85.74
9,University of Oxford,85.72
10,University of North Carolina at Chapel Hill,85.62
,,
,,
,,
INFORMATION SCIENCE & LIBRARY SCIENCE,,
World Rank,Institution,Score
1,Harvard University,100
2,Vanderbilt University,88.2
3,Indiana University - Bloomington,86.59
4,Katholieke Universiteit Leuven,86.46
5,University of Arizona,84.53
6,University of Washington,84.24
7,University of Texas at Austin,83.79
8,University of Amsterdam,83.64
9,Columbia University,83.33
9,"University of Maryland, College Park",83.33
,,
,,
,,
INSTRUMENTS & INSTRUMENTATION,,
World Rank,Institution,Score
1,Tsinghua University,100
2,Zhejiang University,98.12
3,Huazhong University of Science and Technology,97.31
4,Jilin University,96.84
5,Harbin Institute of Technology,94.48
6,National Cheng Kung University,91.93
7,Nanyang Technological University,91.61
8,University of Tokyo,91.48
9,Beihang University,90.53
10,KAIST,89.37
,,
,,
,,
INTEGRATIVE & COMPLEMENTARY MEDICINE,,
World Rank,Institution,Score
1,China Medical University (Taiwan),100
2,Kyung Hee University,96.18
3,Shanghai University of Traditional Chinese Medicine,93.33
4,Beijing University of Chinese Medicine,92.48
5,Nanjing University of Chinese Medicine,88.69
6,Chinese University of Hong Kong,83.81
7,Taipei Medical University,83.68
8,Guangzhou University of Chinese Medicine,83.54
9,National Yang-Ming University,81.27
10,Chinese Academy of Medical Sciences & Peking Union Medical College,80.33
10,Seoul National University,80.33
,,
,,
,,
INTERNATIONAL RELATIONS,,
World Rank,Institution,Score
1,Harvard University,100
2,London School of Economics,95.3
3,Stanford University,93.13
4,Princeton University,92.35
5,Duke University,92.09
6,Georgetown University,91.55
6,University of British Columbia,91.55
8,Columbia University,89.84
9,"University of California, San Diego",89.54
10,University of Essex,88.61
,,
,,
,,
LAW,,
World Rank,Institution,Score
1,Harvard University,100
2,University of Chicago,99.47
3,New York University,98.66
4,Yale University,93.78
5,Columbia University,93.27
6,University of Pennsylvania,92.9
7,University of Virginia,91.79
8,"University of California, Berkeley",91.67
9,Duke University,90.03
10,Stanford University,89.84
,,
,,
,,
LIMNOLOGY,,
World Rank,Institution,Score
1,University of Arizona,100
2,"University of California, Berkeley",99.01
3,Swiss Federal Institute of Technology in Zurich,96.59
4,University of Illinois at Urbana–Champaign,92.63
5,University of Colorado Boulder,91.55
6,Delft University of Technology,90.99
7,University of Padua,90.8
7,University of Texas at Austin,90.8
9,Swiss Federal Institute of Technology in Lausanne,90.21
10,Princeton University,89.19
,,
,,
,,
LINGUISTICS,,
World Rank,Institution,Score
1,Radboud University Nijmegen,100
2,University of Illinois at Urbana–Champaign,98.39
3,University College London,97.89
4,University of Toronto,94.45
5,University of Edinburgh,93.71
6,University of Wisconsin–Madison,93.32
7,Pennsylvania State University,92.93
8,Ohio State University,91.98
9,"University of Maryland, College Park",91.7
10,Harvard University,91.56
,,
,,
,,
LOGIC,,
World Rank,Institution,Score
1,Paris Diderot University - Paris 7,100
2,University of Vienna,92.3
3,University of Oxford,91.95
4,Carnegie Mellon University,89.68
4,Hebrew University of Jerusalem,89.68
6,University of Leeds,86.7
7,"University of California, Berkeley",83.79
8,University of Wisconsin–Madison,83.27
9,Claude Bernard University Lyon 1,82.18
9,Darmstadt University of Technology,82.18
,,
,,
,,
MANAGEMENT,,
World Rank,Institution,Score
1,Harvard University,100
2,University of Pennsylvania,93.43
3,University of Michigan,92.75
4,University of Minnesota,90.26
5,"University of Maryland, College Park",89.53
6,INSEAD,89.33
6,Michigan State University,89.33
8,Stanford University,89.18
9,Columbia University,88.81
10,Erasmus University Rotterdam,88.6
,,
,,
,,
MARINE & FRESHWATER BIOLOGY,,
World Rank,Institution,Score
1,James Cook University,100
2,Ocean University of China,90.99
3,University of Queensland,89.52
4,University of Tasmania,87.06
5,Aarhus University,86.25
6,Pierre-and-Marie-Curie University,85.52
7,University of Porto,85.39
8,Oregon State University,85.2
9,University of Bergen,84.88
10,University of Lisbon,84.81
,,
,,
,,
"MATERIALS SCIENCE, BIOMATERIALS",,
World Rank,Institution,Score
1,Harvard University,100
2,National University of Singapore,98.98
3,Shanghai Jiao Tong University,98.33
4,Seoul National University,97.08
5,Zhejiang University,96.36
6,Fudan University,95.38
7,Sichuan University,94.8
8,Massachusetts Institute of Technology,94.35
9,Peking University,93.34
10,National Taiwan University,92.68
,,
,,
,,
"MATERIALS SCIENCE, CERAMICS",,
World Rank,Institution,Score
1,Tsinghua University,100
2,Northwestern Polytechnical University,92.44
3,Harbin Institute of Technology,92.08
4,Pennsylvania State University,91.01
5,Xi'an Jiaotong University,90.75
6,National Cheng Kung University,89.01
7,Huazhong University of Science and Technology,85.04
8,Zhejiang University,84.47
9,Wuhan University of Technology,84.37
10,University of Chinese Academy of Sciences,84.28
,,
,,
,,
"MATERIALS SCIENCE, CHARACTERIZATION & TESTING",,
World Rank,Institution,Score
1,Harbin Institute of Technology,100
2,Shanghai Jiao Tong University,98.55
3,Central South University,89.75
4,South China University of Technology,87.8
5,Tohoku University,87.39
6,Northwestern Polytechnical University,86.97
6,Sichuan University,86.97
8,Beihang University,86.11
8,University of Illinois at Urbana–Champaign,86.11
10,Tsinghua University,85.66
,,
,,
,,
"MATERIALS SCIENCE, COATINGS & FILMS",,
World Rank,Institution,Score
1,Harbin Institute of Technology,100
2,Tsinghua University,97.49
3,Xi'an Jiaotong University,96.56
4,Tianjin University,96.34
5,Jilin University,94.55
6,Dalian University of Technology,92.28
7,Shanghai Jiao Tong University,91.81
8,Lanzhou University,90.72
8,Sichuan University,90.72
8,Zhejiang University,90.72
,,
,,
,,
"MATERIALS SCIENCE, COMPOSITES",,
World Rank,Institution,Score
1,KAIST,100
2,Harbin Institute of Technology,98.51
3,Shanghai Jiao Tong University,96.06
4,University of Porto,95.7
5,Amirkabir University of Technology,94.42
6,Imperial College London,92.65
7,Northwestern Polytechnical University,92.44
8,Polytechnic University of Turin,91.81
9,City University of Hong Kong,90.47
9,University of Bristol,90.47
,,
,,
,,
"MATERIALS SCIENCE, MULTIDISCIPLINARY",,
World Rank,Institution,Score
1,Nanyang Technological University,100
2,Massachusetts Institute of Technology,99.96
3,"University of California, Berkeley",99.57
4,Georgia Institute of Technology,97.49
5,Northwestern University,97.47
6,Tsinghua University,97.41
7,National University of Singapore,97.3
8,Peking University,96.14
9,University of Science and Technology of China,96.06
10,University of Chicago,95.89
,,
,,
,,
"MATERIALS SCIENCE, PAPER & WOOD",,
World Rank,Institution,Score
1,South China University of Technology,100
2,Beijing Forestry University,95.41
3,Nanjing Forestry University,92.17
4,Northeast Forestry University,89.99
5,"Putra University, Malaysia",88.07
6,Aalto University,87.52
7,North Carolina State University,84.48
8,"University of Science, Malaysia",78.91
9,University of Tokyo,77.75
10,Kyoto University,77.02
10,Royal Institute of Technology,77.02
,,
,,
,,
"MATERIALS SCIENCE, TEXTILES",,
World Rank,Institution,Score
1,South China University of Technology,100
2,Aalto University,93.75
3,East China University of Science and Technology,92.41
4,Dalian University of Technology,90.08
5,Kyoto University,89.77
6,Jilin University,88.81
6,Royal Institute of Technology,88.81
8,North Carolina State University,88.14
8,University of Tokyo,88.14
10,Shandong University,87.8
10,Soochow University (Suzhou),87.8
,,
,,
,,
MATHEMATICAL & COMPUTATIONAL BIOLOGY,,
World Rank,Institution,Score
1,Harvard University,100
2,University of Cambridge,89.03
3,Massachusetts Institute of Technology,88.8
4,"University of California, San Diego",88.45
5,University of Oxford,86.17
6,University of Washington,86.1
7,Stanford University,86.04
8,"University of California, Berkeley",83.74
9,University of Michigan,83.58
10,University of Toronto,83.18
,,
,,
,,
MATHEMATICS,,
World Rank,Institution,Score
1,Massachusetts Institute of Technology,100
2,Pierre-and-Marie-Curie University,97.42
3,Princeton University,97.06
3,"University of California, Berkeley",97.06
5,University of Paris-Sud,96.82
6,University of Michigan,95.47
7,University of Wisconsin–Madison,94.25
8,Fudan University,93.81
9,University of Chicago,93.51
10,University of Toronto,93.39
,,
,,
,,
"MATHEMATICS, APPLIED",,
World Rank,Institution,Score
1,Pierre-and-Marie-Curie University,100
2,Dalian University of Technology,96.64
2,Fudan University,96.64
4,Peking University,96.23
5,University of Texas at Austin,96.19
6,Harbin Institute of Technology,96.09
7,Sapienza University of Rome,95.29
8,Zhejiang University,95.05
9,Shanghai Jiao Tong University,95
10,University of São Paulo,94.3
,,
,,
,,
"MATHEMATICS, INTERDISCIPLINARY APPLICATIONS",,
World Rank,Institution,Score
1,University of Texas at Austin,100
2,Stanford University,96.53
3,Northwestern University,94.61
4,Polytechnic University of Catalonia,94.38
5,University of Illinois at Urbana–Champaign,93.76
6,Dalian University of Technology,93.52
7,"University of California, San Diego",92.53
8,Massachusetts Institute of Technology,92.28
9,National University of Singapore,91.48
10,Technical University of Munich,90.65
,,
,,
,,
MECHANICS,,
World Rank,Institution,Score
1,Xi'an Jiaotong University,100
2,University of Cambridge,97.53
3,Tsinghua University,96.16
4,Imperial College London,95.41
5,Shanghai Jiao Tong University,95.24
6,Massachusetts Institute of Technology,94.38
7,Pierre-and-Marie-Curie University,92.18
8,Aix-Marseille University,90.15
9,University of Illinois at Urbana–Champaign,88.67
10,University of Texas at Austin,88.53
,,
,,
,,
MEDICAL ETHICS,,
World Rank,Institution,Score
1,Harvard University,100
2,University of Oxford,94.85
3,Johns Hopkins University,87.68
4,University of Manchester,80.45
4,University of Pennsylvania,80.45
6,University of Oslo,79.1
7,Georgetown University,78.64
8,King's College London,78.16
9,University of Minnesota,75.59
10,McGill University,75.04
,,
,,
,,
MEDICAL INFORMATICS,,
World Rank,Institution,Score
1,Harvard University,100
2,University of Michigan,85.11
3,Columbia University,81.55
3,University of Washington,81.55
5,Vanderbilt University,81.11
6,Johns Hopkins University,78.86
6,University of Pennsylvania,78.86
8,University of North Carolina at Chapel Hill,77.4
9,University of Toronto,77.26
10,Stanford University,75.95
,,
,,
,,
MEDICAL LABORATORY TECHNOLOGY,,
World Rank,Institution,Score
1,Harvard University,100
2,University of Utah,88.36
3,Johns Hopkins University,82.34
3,University of Michigan,82.34
5,University of Pittsburgh,81.37
6,University of Toronto,80.65
7,University of Texas MD Anderson Cancer Center,78.44
8,University of Washington,78.27
9,Baylor College of Medicine,77.04
10,Washington University in St. Louis,76.86
,,
,,
,,
"MEDICINE, GENERAL & INTERNAL",,
World Rank,Institution,Score
1,Harvard University,100
2,Johns Hopkins University,87.35
3,University of Toronto,87.22
4,"University of California, San Francisco",86.82
5,University of Washington,85.15
6,University College London,85.1
7,University of Sydney,84.92
8,University of Oxford,84.78
9,University of Pennsylvania,82.61
10,Duke University,81.98
,,
,,
,,
"MEDICINE, LEGAL",,
World Rank,Institution,Score
1,University of Lausanne,100
2,University of Adelaide,88.19
3,"University of Technology, Sydney",83.99
4,University of Bonn,83.23
5,Michigan State University,81.62
6,University of Milan,81.34
7,Albert Ludwig University of Freiburg,77.25
7,Monash University,77.25
7,University of Bern,77.25
10,University of Leicester,75.02
10,University of São Paulo,75.02
,,
,,
,,
"MEDICINE, RESEARCH & EXPERIMENTAL",,
World Rank,Institution,Score
1,Harvard University,100
2,University of Pennsylvania,88.96
3,Johns Hopkins University,85.44
4,University of Washington,83.81
5,University of Michigan,83.4
6,"University of California, San Francisco",82.77
7,University of Toronto,82.58
8,Stanford University,82.45
9,University of North Carolina at Chapel Hill,81.14
10,University of Pittsburgh,80.49
,,
,,
,,
METALLURGY & METALLURGICAL ENGINEERING,,
World Rank,Institution,Score
1,Harbin Institute of Technology,100
2,Tohoku University,96.76
3,Northwestern Polytechnical University,95.98
4,Central South University,95.55
5,University of Science and Technology Beijing,93.71
6,Shanghai Jiao Tong University,92.85
7,Tsinghua University,89.05
8,Xi'an Jiaotong University,87.93
9,Zhejiang University,87.66
10,Northeastern University (China),86.97
,,
,,
,,
METEOROLOGY & ATMOSPHERIC SCIENCES,,
World Rank,Institution,Score
1,University of Colorado Boulder,100
2,University of Reading,95.03
3,Columbia University,93.55
4,Versailles Saint-Quentin-en-Yvelines University,93.14
5,California Institute of Technology,92.28
6,University of Washington,91.74
7,Swiss Federal Institute of Technology in Zurich,91.32
8,Pierre-and-Marie-Curie University,90.45
9,University of Leeds,89.8
10,Colorado State University,89.32
,,
,,
,,
MICROBIOLOGY,,
World Rank,Institution,Score
1,Harvard University,100
2,Johns Hopkins University,96.13
3,University of Washington,92.29
4,University of Oxford,89.17
5,"University of California, San Francisco",88.68
6,Emory University,87.21
7,Cornell University,87.19
8,University of Wisconsin–Madison,87.14
9,Duke University,85.94
10,Imperial College London,85.68
,,
,,
,,
MICROSCOPY,,
World Rank,Institution,Score
1,University of Oxford,100
2,University of Antwerp,98.75
3,"University of California, Berkeley",85.54
3,University of Sydney,85.54
5,Monash University,83.01
5,University of Cambridge,83.01
7,Arizona State University,82.56
8,TU Dresden,80.15
8,University of Melbourne,80.15
10,Vienna University of Technology,78.56
,,
,,
,,
MINERALOGY,,
World Rank,Institution,Score
1,China University of Geosciences (Wuhan),100
2,China University of Geosciences (Beijing),96.99
3,Australian National University,93.63
4,University of Bayreuth,93.27
5,Macquarie University,91.35
6,Curtin University,91.22
6,University of Chinese Academy of Sciences,91.22
8,Swiss Federal Institute of Technology in Zurich,90.53
9,University of Padua,88.76
10,University of Granada,87.32
,,
,,
,,
MINING & MINERAL PROCESSING,,
World Rank,Institution,Score
1,Karlsruhe Institute of Technology,100
2,Kyoto University,99.1
3,Tohoku University,96.58
4,Kyushu University,96
5,"University of California, San Diego",92.15
6,University of Chicago,90.5
7,Royal Institute of Technology,88.31
8,University of Wisconsin–Madison,83.58
9,Hokkaido University,83.41
9,Princeton University,83.41
,,
,,
,,
MULTIDISCIPLINARY SCIENCES,,
World Rank,Institution,Score
1,Harvard University,100
2,Stanford University,89.44
3,Massachusetts Institute of Technology,88.77
4,University of Oxford,88.53
5,Johns Hopkins University,87.84
6,"University of California, Berkeley",87.7
7,"University of California, San Diego",87.27
8,University of Cambridge,87.11
9,University College London,86.74
10,University of Toronto,86.34
,,
,,
,,
MYCOLOGY,,
World Rank,Institution,Score
1,Mae Fah Luang University,100
2,University of Pretoria,98.03
3,Wageningen University and Research Centre,95.44
4,Duke University,95.01
5,Utrecht University,93.67
6,University of Minnesota,88.44
7,University of Wisconsin–Madison,84.52
8,Oregon State University,83.42
8,University of Florida,83.42
10,University of Arkansas - Fayetteville,82.65
10,"University of California, Berkeley",82.65
,,
,,
,,
NANOSCIENCE & NANOTECHNOLOGY,,
World Rank,Institution,Score
1,"University of California, Berkeley",100
2,Massachusetts Institute of Technology,98.88
3,Georgia Institute of Technology,96.51
4,Northwestern University,96.16
5,Nanyang Technological University,94.43
6,Stanford University,94.31
7,University of Chicago,93.79
8,Peking University,93.19
9,National University of Singapore,93.01
10,University of Cambridge,92.21
,,
,,
,,
NEUROIMAGING,,
World Rank,Institution,Score
1,Harvard University,100
2,University College London,99.7
3,University of Oxford,89.98
4,"University of California, Los Angeles",87.09
5,McGill University,84.58
6,Humboldt University of Berlin,84.5
7,Free University of Berlin,84.27
8,University of Toronto,83.21
